採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,採樣日期_clean, 差異天數 ,採樣年,採樣月,採樣日,測站編號,經度(TWD97),緯度(TWD97),上下游_新竹,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
老街溪流域,老街溪,桃園市,中正橋,丙,2014/9/2 下午 03:45:00,2014/9/2, 28 ,2014,9,2,1057,121.196397,25.063758,,2,34.7,33.6,7.9,750,,6.2,87.8,4,25.9,11,8400,0.35,,0.697,,3.06,,0.001,0.003,0.002,0.0028,0.0003,0.013,0.022,0.049,0.001,,,,,,
老街溪流域,老街溪,桃園市,中正橋,丙,2015/1/8 下午 01:35:00,2015/1/8, 28 ,2015,1,8,1057,121.196397,25.063758,,6.8,14.3,15.5,7.2,1220,,7,70,71.3,180,226,39000,1.96,,,,,,,,,,,,,,,,,,,,
老街溪流域,老街溪,桃園市,中正橋,丙,2015/3/3 下午 02:35:00,2015/3/3, 28 ,2015,3,3,1057,121.196397,25.063758,,4,22.8,23.4,7.4,919,,6.2,73.1,9.5,34.9,9.9,23000,2.22,,0.932,8.99,3.47,0.704,0.001,0.003,0.002,0.0015,0.0003,0.011,0.026,0.087,0.001,0.001,,,,,
老街溪流域,老街溪,桃園市,中正橋,丙,2015/10/2 下午 02:25:00,2015/10/2, 28 ,2015,10,2,1057,121.196397,25.063758,,4,26.4,26.1,7.5,682,,5.2,63.8,12.1,31.7,3.4,20000,1.59,,,,,,,,,,,,,,,,,,,,
老街溪流域,老街溪,桃園市,中正橋,丙,2016/5/5 下午 02:08:00,2016/5/5, 28 ,2016,5,5,1057,121.196397,25.063758,,1.5,31.5,31.5,8,620,,6.5,88.1,3.3,19.9,6.1,20000,0.47,,,,,,,,,,,,,,,,,,,,
老街溪流域,老街溪,桃園市,中正橋,丙,2016/8/2 下午 02:55:00,2016/8/2, 28 ,2016,8,2,1057,121.196397,25.063758,,5.3,32.9,33.6,7.7,525,,4.3,60.8,5.5,33.3,24.4,6700,1.54,,,,,,,,,,,,,,,,,,,,
老街溪流域,老街溪,桃園縣,許厝港一號橋,丙,2013/4/1 上午 08:00:00,2013/4/1, 28 ,2013,4,1,1058,121.177823,25.077562,,5.8,21.8,20.2,7.4,904,,8.5,94.1,14,47.7,51.8,220000,3.86,57.2,,,,,,,,,,,,,,,,,,,
老街溪流域,老街溪,桃園縣,許厝港一號橋,丙,2013/7/1 上午 11:35:00,2013/7/1, 28 ,2013,7,1,1058,121.177823,25.077562,,4.5,35.2,33.8,8.3,1610,,9.6,135.1,7.8,57.4,14.1,65000,3.29,92.2,,,,,,,,,,,,,,,,,,,
老街溪流域,老街溪,桃園市,許厝港一號橋,丙,2014/3/6 上午 08:25:00,2014/3/6, 28 ,2014,3,6,1058,121.177823,25.077562,,4,14,14.9,7.3,1250,,8.6,85.1,6.7,27.5,24.6,67000,2.53,105,0.779,8.62,4.21,0.54,0.001,0.005,0.002,0.0029,0.0003,0.043,0.05,0.074,0.001,0.001,,,,,
老街溪流域,老街溪,桃園市,許厝港一號橋,丙,2014/5/6 上午 09:00:00,2014/5/6, 28 ,2014,5,6,1058,121.177823,25.077562,,4.5,19.8,19,7.2,843,,8.6,92.1,8.8,28,16.8,4300,3.47,74.4,,,,,,,,,,,,,,,,,,,
老街溪流域,老街溪,桃園市,許厝港一號橋,丙,2014/9/2 上午 08:55:00,2014/9/2, 28 ,2014,9,2,1058,121.177823,25.077562,,2.8,31.1,31,7.4,1840,,6.7,90.5,3.6,28.7,10.9,75000,2.75,172,1.44,,3.79,,0.001,0.003,0.002,0.0025,0.0003,0.056,0.024,0.093,0.001,,,,,,
老街溪流域,老街溪,桃園市,許厝港一號橋,丙,2015/1/8 上午 06:45:00,2015/1/8, 28 ,2015,1,8,1058,121.177823,25.077562,,4.5,13.3,15.1,7.2,2410,,7.2,70.8,11.5,42.5,14.7,32000,5.56,233,,,,,,,,,,,,,,,,,,,
老街溪流域,老街溪,桃園市,許厝港一號橋,丙,2015/3/3 下午 03:25:00,2015/3/3, 28 ,2015,3,3,1058,121.177823,25.077562,,4.5,22.6,22.7,7.3,2640,,6.7,78.7,8.3,37.6,14.2,50000,3.9,214,2.27,12,5.4,0.73,0.001,0.003,0.002,0.0013,0.0003,0.042,0.072,0.171,0.001,0.001,,,,,
老街溪流域,老街溪,桃園市,許厝港一號橋,丙,2015/10/2 上午 07:30:00,2015/10/2, 28 ,2015,10,2,1058,121.177823,25.077562,,4.8,23.9,26.8,7.5,1260,,4,49.8,5.5,29.6,6.8,30000,2.37,156,,,,,,,,,,,,,,,,,,,
老街溪流域,老街溪,桃園市,許厝港一號橋,丙,2016/5/5 下午 03:00:00,2016/5/5, 28 ,2016,5,5,1058,121.177823,25.077562,,2.8,29.8,30.7,8,1740,,7.9,105.1,4.5,24.9,8.1,57000,1.33,147,,,,,,,,,,,,,,,,,,,
老街溪流域,老街溪,桃園市,許厝港一號橋,丙,2016/8/2 下午 03:59:00,2016/8/2, 28 ,2016,8,2,1058,121.177823,25.077562,,4.5,32.6,33.3,8.2,2230,,7.6,107.8,5.1,32.6,13.8,88000,3.18,210,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園縣,永寧一號橋,丙,2013/4/1 上午 08:35:00,2013/4/1, 28 ,2013,4,1,1059,121.151623,24.903113,,4,22,19,8.1,176,,8.8,96.5,9.5,27.2,97.4,230000,0.77,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園縣,永寧一號橋,丙,2013/7/1 上午 08:35:00,2013/7/1, 28 ,2013,7,1,1059,121.151623,24.903113,,1.5,31,28.6,7.3,263,,7.9,105.1,3.5,14.8,3,2500,0.11,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2014/3/6 上午 08:35:00,2014/3/6, 28 ,2014,3,6,1059,121.151623,24.903113,,1,13,14.3,7.5,275,,9.3,91.9,2,7,3.5,77000,0.15,,0.144,2.94,3.02,0.1,0.001,0.004,0.002,0.0021,0.0003,0.004,0.023,0.047,0.001,0.001,,,,,
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2014/5/6 上午 08:35:00,2014/5/6, 28 ,2014,5,6,1059,121.151623,24.903113,,1,17,18.1,7.6,175,,9.4,100.8,1.8,5.6,4.4,4900,0.18,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2014/9/2 上午 08:35:00,2014/9/2, 28 ,2014,9,2,1059,121.151623,24.903113,,1,31.2,27.5,7.4,231,,8,103.7,1.2,5.6,5.3,6900,0.19,,0.159,,2.31,,0.001,0.003,0.002,0.0019,0.0003,0.006,0.012,0.051,0.001,,,,,,
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2015/1/8 上午 08:35:00,2015/1/8, 28 ,2015,1,8,1059,121.151623,24.903113,,2.3,13.2,13.7,7.4,261,,9.2,90.4,8.6,14.7,5.7,26000,0.1,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2015/3/3 上午 08:35:00,2015/3/3, 28 ,2015,3,3,1059,121.151623,24.903113,,1,17.4,16.8,7.2,279,,8.9,92.7,1.6,13.9,1.4,15000,0.09,,0.361,2.59,3.94,0.034,0.001,0.003,0.002,0.001,0.0003,0.003,0.007,0.033,0.001,0.001,,,,,
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2015/10/2 上午 08:35:00,2015/10/2, 28 ,2015,10,2,1059,121.151623,24.903113,,1,24.6,24.2,7.2,188,,7.8,94.9,2.1,8.5,6.9,33000,0.12,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2016/5/5 上午 08:35:00,2016/5/5, 28 ,2016,5,5,1059,121.151623,24.903113,,1,27.6,25,7.2,201,,8.4,103.6,2.3,8.6,5.8,23000,0.12,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,永寧一號橋,丙,2016/8/2 上午 08:35:00,2016/8/2, 28 ,2016,8,2,1059,121.151623,24.903113,,1,28.5,28,7.9,254,,9,115.8,1.4,10.8,12.9,4200,0.06,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園縣,月眉橋,丙,2013/4/1 上午 09:15:00,2013/4/1, 28 ,2013,4,1,1060,121.146277,24.918755,,5.8,22,19.7,7.6,261,,8.2,90,10.1,41.4,132,370000,2.61,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園縣,月眉橋,丙,2013/7/1 上午 09:15:00,2013/7/1, 28 ,2013,7,1,1060,121.146277,24.918755,,3.8,32,28.9,7.3,462,,8.6,113.6,3.5,25.5,7.1,62000,3.79,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,月眉橋,丙,2014/3/6 上午 09:15:00,2014/3/6, 28 ,2014,3,6,1060,121.146277,24.918755,,4.5,13,15,7.4,495,,7.6,74.8,6.4,19.8,6.4,86000,4.41,,0.474,6.46,1.91,0.256,0.001,0.003,0.002,0.0026,0.0003,0.008,0.033,0.085,0.001,0.001,,,,,
社子溪流域,社子溪,桃園市,月眉橋,丙,2014/5/6 上午 09:15:00,2014/5/6, 28 ,2014,5,6,1060,121.146277,24.918755,,3.5,17,18.5,7.5,379,,8.4,92.2,5.9,19.2,11.5,150000,2.06,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,月眉橋,丙,2014/9/2 上午 09:15:00,2014/9/2, 28 ,2014,9,2,1060,121.146277,24.918755,,4.5,32,27.5,7.4,504,,6.5,84.7,9.8,22.9,18.2,400000,3.83,,0.595,,0.94,,0.001,0.003,0.002,0.0025,0.0003,0.007,0.013,0.062,0.001,,,,,,
社子溪流域,社子溪,桃園市,月眉橋,丙,2015/1/8 上午 09:15:00,2015/1/8, 28 ,2015,1,8,1060,121.146277,24.918755,,4.5,14.7,14.9,7.6,591,,7.8,77.5,11,30.5,16.9,61000,8.87,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,月眉橋,丙,2015/3/3 上午 09:15:00,2015/3/3, 28 ,2015,3,3,1060,121.146277,24.918755,,4.5,17.9,19,7.5,685,,7.8,85.3,10,33.9,5.1,37000,6.65,,0.828,7.92,1,0.223,0.001,0.003,0.002,0.0047,0.0003,0.004,0.019,0.066,0.001,0.001,,,,,
社子溪流域,社子溪,桃園市,月眉橋,丙,2015/10/2 上午 09:15:00,2015/10/2, 28 ,2015,10,2,1060,121.146277,24.918755,,2.8,25.7,24.7,7.2,495,,6.7,81,4.8,16.9,4.7,35000,2.78,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,月眉橋,丙,2016/5/5 上午 09:15:00,2016/5/5, 28 ,2016,5,5,1060,121.146277,24.918755,,4.5,28.4,25.7,7.3,470,,7.8,96.3,5.4,19.7,3.1,52000,4.71,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,月眉橋,丙,2016/8/2 上午 09:15:00,2016/8/2, 28 ,2016,8,2,1060,121.146277,24.918755,,4.5,29,28.7,7.5,537,,7.1,93,7.5,21.8,12.9,38000,5.11,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園縣,老飯店橋,丙,2013/4/1 上午 09:55:00,2013/4/1, 28 ,2013,4,1,1061,121.123741,24.93579,,4.8,23,20.5,7.6,299,,8,89.5,14,45.4,80,440000,2.52,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園縣,老飯店橋,丙,2013/7/1 上午 09:55:00,2013/7/1, 28 ,2013,7,1,1061,121.123741,24.93579,,2.8,32,31.3,7.7,696,,10,137,6.5,26.8,8.6,6600,0.7,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,老飯店橋,丙,2014/3/6 上午 09:55:00,2014/3/6, 28 ,2014,3,6,1061,121.123741,24.93579,,3.5,13,15.4,7.6,670,,7.3,73.1,7.3,22.2,8.2,37000,2.2,,0.432,6.76,2.77,0.318,0.001,0.004,0.002,0.0025,0.0003,0.005,0.032,0.072,0.001,0.001,,,,,
社子溪流域,社子溪,桃園市,老飯店橋,丙,2014/5/6 上午 09:55:00,2014/5/6, 28 ,2014,5,6,1061,121.123741,24.93579,,3.5,18,18.9,7.7,404,,8,86.2,9.6,46.6,14.5,39000,1.87,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,老飯店橋,丙,2014/9/2 上午 09:55:00,2014/9/2, 28 ,2014,9,2,1061,121.123741,24.93579,,3.5,34.7,30.2,8,601,,10.2,137.8,6.9,28.5,16.3,7400,1.53,,0.582,,2.45,,0.001,0.003,0.002,0.0021,0.0003,0.007,0.015,0.08,0.001,,,,,,
社子溪流域,社子溪,桃園市,老飯店橋,丙,2015/1/8 上午 09:55:00,2015/1/8, 28 ,2015,1,8,1061,121.123741,24.93579,,4.5,15.5,16.3,7.8,763,,8.1,83.1,8.6,27.3,5.9,5600,3.58,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,老飯店橋,丙,2015/3/3 上午 09:55:00,2015/3/3, 28 ,2015,3,3,1061,121.123741,24.93579,,3.5,18.8,21.2,7.8,858,,8.8,99.7,11.9,40.4,15.3,18000,2.81,,0.588,9.7,2.49,0.842,0.001,0.003,0.002,0.0025,0.0003,0.004,0.024,0.093,0.001,0.001,,,,,
社子溪流域,社子溪,桃園市,老飯店橋,丙,2015/10/2 上午 09:55:00,2015/10/2, 28 ,2015,10,2,1061,121.123741,24.93579,,3.5,26.2,25.5,7.2,503,,6.6,81.4,5,16.5,5.7,140000,1.31,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,老飯店橋,丙,2016/5/5 上午 09:55:00,2016/5/5, 28 ,2016,5,5,1061,121.123741,24.93579,,3.5,29.7,27.8,7.4,509,,8,102.9,6.5,24.5,8.7,32000,2.53,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,老飯店橋,丙,2016/8/2 上午 09:55:00,2016/8/2, 28 ,2016,8,2,1061,121.123741,24.93579,,2.8,31,30.9,8.1,737,,9.9,134.5,5.9,27.5,12.8,26000,0.91,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園縣,社子橋,丙,2013/4/1 上午 10:35:00,2013/4/1, 28 ,2013,4,1,1062,121.094047,24.960847,,5,24,20.3,7.6,488,,8.7,96.5,14.7,46.9,47.4,290000,4.31,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園縣,社子橋,丙,2013/7/1 上午 10:35:00,2013/7/1, 28 ,2013,7,1,1062,121.094047,24.960847,,1.5,33,31.2,7.6,467,,9.3,126.7,3.6,18.6,9,1800,0.05,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,社子橋,丙,2014/3/6 上午 10:35:00,2014/3/6, 28 ,2014,3,6,1062,121.094047,24.960847,,2,13,14.3,7.6,489,,9.3,90.4,4.4,19.6,11.2,28000,0.53,,0.26,5.97,2.94,0.228,0.001,0.004,0.002,0.0024,0.0003,0.005,0.024,0.08,0.001,0.001,,,,,
社子溪流域,社子溪,桃園市,社子橋,丙,2014/5/6 上午 10:35:00,2014/5/6, 28 ,2014,5,6,1062,121.094047,24.960847,,3.5,18,18.8,7.8,390,,9.3,100.3,8.2,22,11.2,34000,1.07,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,社子橋,丙,2014/9/2 上午 10:35:00,2014/9/2, 28 ,2014,9,2,1062,121.094047,24.960847,,1.5,35.2,31.1,7.6,483,,7.1,97,3.2,21.7,11.3,62000,0.2,,0.511,,0.65,,0.001,0.003,0.002,0.002,0.0003,0.005,0.015,0.165,0.001,,,,,,
社子溪流域,社子溪,桃園市,社子橋,丙,2015/1/8 上午 10:35:00,2015/1/8, 28 ,2015,1,8,1062,121.094047,24.960847,,4.5,15.8,14.6,7.8,792,,9.1,89,17.6,48.8,10.5,65000,1.69,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,社子橋,丙,2015/3/3 上午 10:35:00,2015/3/3, 28 ,2015,3,3,1062,121.094047,24.960847,,3.5,20.4,18.6,7.6,599,,8.9,96.5,7.6,20.9,7.3,4800,1.51,,0.369,6.77,3.66,0.473,0.001,0.003,0.002,0.0018,0.0003,0.004,0.015,0.057,0.001,0.001,,,,,
社子溪流域,社子溪,桃園市,社子橋,丙,2015/10/2 上午 10:35:00,2015/10/2, 28 ,2015,10,2,1062,121.094047,24.960847,,1.5,26.3,25.7,7.2,546,,8,98.9,3.1,14.3,4.4,50000,0.12,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,社子橋,丙,2016/5/5 上午 10:35:00,2016/5/5, 28 ,2016,5,5,1062,121.094047,24.960847,,1,30.2,28.8,7.4,429,,8.3,107.7,2.5,24.5,11.7,47000,0.19,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,社子橋,丙,2016/8/2 上午 10:35:00,2016/8/2, 28 ,2016,8,2,1062,121.094047,24.960847,,1,31,30.6,7.6,434,,7.8,104.9,2.2,15.5,11.6,3000,0.16,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園縣,笨子港橋,丙,2013/4/1 下午 02:25:00,2013/4/1, 28 ,2013,4,1,1063,121.027306,24.982992,,5.8,22,22.6,7.8,621,,6.7,77.8,10.8,55.8,308,48000,2.46,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園縣,笨子港橋,丙,2013/7/1 下午 02:25:00,2013/7/1, 28 ,2013,7,1,1063,121.027306,24.982992,,5.5,34,36.4,7.6,985,,7,102.1,20,112,15.3,19000,3.29,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,笨子港橋,丙,2014/3/6 下午 02:25:00,2014/3/6, 28 ,2014,3,6,1063,121.027306,24.982992,,3.3,14,15.3,8,527,,8.7,86,5.7,32.1,30,98000,0.93,,0.54,10.6,2.45,0.257,0.001,0.003,0.002,0.0024,0.0003,0.011,0.033,0.079,0.001,0.001,,,,,
社子溪流域,社子溪,桃園市,笨子港橋,丙,2014/5/6 下午 02:25:00,2014/5/6, 28 ,2014,5,6,1063,121.027306,24.982992,,5.8,18,19.6,7.7,485,,8,86.4,19.5,68,84.5,79000,1.18,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,笨子港橋,丙,2014/9/2 下午 02:25:00,2014/9/2, 28 ,2014,9,2,1063,121.027306,24.982992,,2.8,36.2,34.9,8,1000,,5.3,75.5,7,21.4,12.4,31000,0.25,,0.363,,1.12,,0.001,0.003,0.002,0.0021,0.0003,0.005,0.012,0.074,0.001,,,,,,
社子溪流域,社子溪,桃園市,笨子港橋,丙,2015/1/8 下午 02:25:00,2015/1/8, 28 ,2015,1,8,1063,121.027306,24.982992,,8,15.6,19.6,8.5,1200,,4,44.4,44.6,185,217,66000,2.12,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,笨子港橋,丙,2015/3/3 下午 02:25:00,2015/3/3, 28 ,2015,3,3,1063,121.027306,24.982992,,4.5,21.9,26.1,8.5,1040,,7.7,94.9,8.7,79.8,14.3,31000,5.69,,1.05,28.8,1.23,0.621,0.001,0.003,0.002,0.0024,0.0003,0.007,0.02,0.067,0.001,0.001,,,,,
社子溪流域,社子溪,桃園市,笨子港橋,丙,2015/10/2 下午 02:25:00,2015/10/2, 28 ,2015,10,2,1063,121.027306,24.982992,,2.8,26.6,27.7,7.2,699,,7.5,94.8,5.5,34.5,3.3,1500,0.88,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,笨子港橋,丙,2016/5/5 下午 02:25:00,2016/5/5, 28 ,2016,5,5,1063,121.027306,24.982992,,4,31.6,31.9,7.9,892,,6.3,85.3,9.5,50.9,11,57000,1.2,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園市,笨子港橋,丙,2016/8/2 下午 02:25:00,2016/8/2, 28 ,2016,8,2,1063,121.027306,24.982992,,6.3,32.5,34.8,8,1190,,2.4,35.3,14.9,66.9,23.9,74000,7.54,,,,,,,,,,,,,,,,,,,,
福興溪流域,福興溪,桃園縣,員笨橋,丙,2013/4/1 上午 11:00:00,2013/4/1, 28 ,2013,4,1,1064,121.088133,24.943944,,3.3,24,20.1,7.5,307,,7.3,80.9,8.7,26,33,25000,0.9,,,,,,,,,,,,,,,,,,,,
福興溪流域,福興溪,桃園縣,員笨橋,丙,2013/7/1 上午 11:00:00,2013/7/1, 28 ,2013,7,1,1064,121.088133,24.943944,,1,33,31.7,7.4,355,,9.2,126.9,3,20.7,10.5,14000,0.06,,,,,,,,,,,,,,,,,,,,
福興溪流域,福興溪,桃園市,員笨橋,丙,2014/3/6 上午 11:00:00,2014/3/6, 28 ,2014,3,6,1064,121.088133,24.943944,,1,13,14.5,7.4,347,,8.4,82.5,2.3,12.7,15.4,32000,0.39,,0.205,5.37,1.93,0.135,0.001,0.003,0.002,0.002,0.0003,0.005,0.023,0.059,0.001,0.001,,,,,
福興溪流域,福興溪,桃園市,員笨橋,丙,2014/5/6 上午 11:00:00,2014/5/6, 28 ,2014,5,6,1064,121.088133,24.943944,,1.5,18,18.9,7.3,271,,8.2,88.4,3.5,13.2,8.7,23000,0.12,,,,,,,,,,,,,,,,,,,,
福興溪流域,福興溪,桃園市,員笨橋,丙,2014/9/2 上午 11:00:00,2014/9/2, 28 ,2014,9,2,1064,121.088133,24.943944,,1.5,35.8,30.7,7.4,359,,7,95.2,3.5,17.9,11.2,21000,0.22,,0.378,,1.45,,0.001,0.003,0.002,0.002,0.0003,0.023,0.019,0.072,0.001,,,,,,
福興溪流域,福興溪,桃園市,員笨橋,丙,2015/1/8 上午 11:00:00,2015/1/8, 28 ,2015,1,8,1064,121.088133,24.943944,,4,15.7,14.6,8.2,531,,12.4,122,8.6,41.2,27.8,29000,1.4,,,,,,,,,,,,,,,,,,,,
福興溪流域,福興溪,桃園市,員笨橋,丙,2015/3/3 上午 11:00:00,2015/3/3, 28 ,2015,3,3,1064,121.088133,24.943944,,3.3,21.3,20.7,7.5,499,,9.5,106.8,7.9,36.2,47.7,15000,0.74,,0.451,9.53,2.18,0.261,0.001,0.003,0.002,0.0022,0.0003,0.008,0.013,0.066,0.001,0.001,,,,,
福興溪流域,福興溪,桃園市,員笨橋,丙,2015/10/2 上午 11:00:00,2015/10/2, 28 ,2015,10,2,1064,121.088133,24.943944,,1.5,26.6,25.3,7.2,389,,7.9,96,4.8,25.2,7.2,28000,0.16,,,,,,,,,,,,,,,,,,,,
福興溪流域,福興溪,桃園市,員笨橋,丙,2016/5/5 上午 11:00:00,2016/5/5, 28 ,2016,5,5,1064,121.088133,24.943944,,2,31.1,29.1,7.4,319,,8.3,107.9,3.6,24.7,20.3,26000,0.1,,,,,,,,,,,,,,,,,,,,
福興溪流域,福興溪,桃園市,員笨橋,丙,2016/8/2 上午 11:00:00,2016/8/2, 28 ,2016,8,2,1064,121.088133,24.943944,,4,32,31.2,7.5,402,,7.3,99.2,5,31.7,30.3,7900,1.31,,,,,,,,,,,,,,,,,,,,
福興溪流域,福興溪,桃園縣,新湖橋,丙,2013/4/1 下午 01:05:00,2013/4/1, 28 ,2013,4,1,1065,121.045957,24.943446,,3.3,23,20.7,7.8,353,,7.5,83.9,7,30.4,36.2,28000,0.77,,,,,,,,,,,,,,,,,,,,
福興溪流域,福興溪,桃園縣,新湖橋,丙,2013/7/1 下午 01:05:00,2013/7/1, 28 ,2013,7,1,1065,121.045957,24.943446,,1.5,34,32.5,7.4,392,,7.6,105.3,4,21.5,10.9,21000,0.32,,,,,,,,,,,,,,,,,,,,
福興溪流域,福興溪,桃園市,新湖橋,丙,2014/3/6 下午 01:05:00,2014/3/6, 28 ,2014,3,6,1065,121.045957,24.943446,,3.3,14,14.8,7.4,384,,8.6,84.6,6.8,21.4,39,220000,0.97,,0.364,7.04,2.3,0.156,0.001,0.014,0.002,0.0017,0.0003,0.048,0.021,0.078,0.001,0.001,,,,,
福興溪流域,福興溪,桃園市,新湖橋,丙,2014/5/6 下午 01:05:00,2014/5/6, 28 ,2014,5,6,1065,121.045957,24.943446,,2.3,18,19.5,7.6,306,,8.5,92.5,7.4,23.8,13.3,140000,0.4,,,,,,,,,,,,,,,,,,,,
福興溪流域,福興溪,桃園市,新湖橋,丙,2014/9/2 下午 01:05:00,2014/9/2, 28 ,2014,9,2,1065,121.045957,24.943446,,1,34.7,31,7.4,420,,7.4,99.8,1.9,17.2,11.6,20000,0.12,,0.275,,0.93,,0.001,0.003,0.002,0.0017,0.0003,0.009,0.01,0.077,0.001,,,,,,
福興溪流域,福興溪,桃園市,新湖橋,丙,2015/1/8 下午 01:05:00,2015/1/8, 28 ,2015,1,8,1065,121.045957,24.943446,,2,15.2,15,7.4,493,,8.4,84.2,4.5,15.9,4.6,4900,0.68,,,,,,,,,,,,,,,,,,,,
福興溪流域,福興溪,桃園市,新湖橋,丙,2015/3/3 下午 01:05:00,2015/3/3, 28 ,2015,3,3,1065,121.045957,24.943446,,3.5,21.8,20.5,7.8,495,,7.7,86.3,14.4,32.9,8,15000,1.05,,0.421,8.15,2.26,0.264,0.001,0.003,0.002,0.001,0.0003,0.017,0.012,0.088,0.001,0.001,,,,,
福興溪流域,福興溪,桃園市,新湖橋,丙,2015/10/2 下午 01:05:00,2015/10/2, 28 ,2015,10,2,1065,121.045957,24.943446,,5,26.8,25.8,7.2,417,,6.8,83.6,8.9,57.7,736,14000,0.7,,,,,,,,,,,,,,,,,,,,
福興溪流域,福興溪,桃園市,新湖橋,丙,2016/5/5 下午 01:05:00,2016/5/5, 28 ,2016,5,5,1065,121.045957,24.943446,,2.5,31.8,29.5,7.2,359,,6.7,88.3,4.8,20.3,22.1,4800,0.77,,,,,,,,,,,,,,,,,,,,
福興溪流域,福興溪,桃園市,新湖橋,丙,2016/8/2 下午 01:05:00,2016/8/2, 28 ,2016,8,2,1065,121.045957,24.943446,,3.3,32.5,33,7.6,391,,7.3,102.1,4.6,28.9,57.4,49000,0.64,,,,,,,,,,,,,,,,,,,,
福興溪流域,福興溪,新竹縣,深坑橋,丙,2013/4/1 下午 01:45:00,2013/4/1, 28 ,2013,4,1,1066,121.002716,24.939901,,3.5,22,20.7,7.6,356,,8.6,95.6,5.6,29.6,67.5,25000,0.39,,,,,,,,,,,,,,,,,,,,
福興溪流域,福興溪,新竹縣,深坑橋,丙,2013/7/1 下午 01:45:00,2013/7/1, 28 ,2013,7,1,1066,121.002716,24.939901,,1,34,34.4,7.9,389,,8.6,120.7,2.2,18.2,7.8,820000,0.03,,,,,,,,,,,,,,,,,,,,
福興溪流域,福興溪,新竹縣,深坑橋,丙,2014/3/6 下午 01:45:00,2014/3/6, 28 ,2014,3,6,1066,121.002716,24.939901,,1.5,14,14.6,7.5,387,,9.7,94.1,2.3,16.9,35.4,6600,0.44,,0.257,5.86,2.36,0.11,0.001,0.007,0.002,0.0015,0.0003,0.017,0.07,0.07,0.001,0.001,,,,,
福興溪流域,福興溪,新竹縣,深坑橋,丙,2014/5/6 下午 01:45:00,2014/5/6, 28 ,2014,5,6,1066,121.002716,24.939901,,1.5,18,19.5,7.7,305,,9.3,100.3,3.4,15.7,12.8,3600,0.13,,,,,,,,,,,,,,,,,,,,
